CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
wendigo_attack1,wendigo_attack1,1,2,2592,952,0.5
,,,,,,
LEFT,TOP,RIGHT,BOTTOM,,216,119
0,0,216,119,,,
216,0,432,119,,,
432,0,648,119,,,
648,0,864,119,,,
864,0,1080,119,,,
1080,0,1296,119,,,
1296,0,1512,119,,,
1512,0,1728,119,,,
1728,0,1944,119,,,
1944,0,2160,119,,,
2160,0,2376,119,,,
2376,0,2592,119,,,
0,119,216,238,,,
216,119,432,238,,,
432,119,648,238,,,
648,119,864,238,,,
864,119,1080,238,,,
1080,119,1296,238,,,
1296,119,1512,238,,,
1512,119,1728,238,,,
1728,119,1944,238,,,
1944,119,2160,238,,,
2160,119,2376,238,,,
2376,119,2592,238,,,
0,238,216,357,,,
216,238,432,357,,,
432,238,648,357,,,
648,238,864,357,,,
864,238,1080,357,,,
1080,238,1296,357,,,
1296,238,1512,357,,,
1512,238,1728,357,,,
1728,238,1944,357,,,
1944,238,2160,357,,,
2160,238,2376,357,,,
2376,238,2592,357,,,
0,357,216,476,,,
216,357,432,476,,,
432,357,648,476,,,
648,357,864,476,,,
864,357,1080,476,,,
1080,357,1296,476,,,
1296,357,1512,476,,,
1512,357,1728,476,,,
1728,357,1944,476,,,
1944,357,2160,476,,,
2160,357,2376,476,,,
2376,357,2592,476,,,
0,476,216,595,,,
216,476,432,595,,,
432,476,648,595,,,
648,476,864,595,,,
864,476,1080,595,,,
1080,476,1296,595,,,
1296,476,1512,595,,,
1512,476,1728,595,,,
1728,476,1944,595,,,
1944,476,2160,595,,,
2160,476,2376,595,,,
2376,476,2592,595,,,
0,595,216,714,,,
216,595,432,714,,,
432,595,648,714,,,
648,595,864,714,,,
864,595,1080,714,,,
1080,595,1296,714,,,
1296,595,1512,714,,,
1512,595,1728,714,,,
1728,595,1944,714,,,
1944,595,2160,714,,,
2160,595,2376,714,,,
2376,595,2592,714,,,
0,714,216,833,,,
216,714,432,833,,,
432,714,648,833,,,
648,714,864,833,,,
864,714,1080,833,,,
1080,714,1296,833,,,
1296,714,1512,833,,,
1512,714,1728,833,,,
1728,714,1944,833,,,
1944,714,2160,833,,,
2160,714,2376,833,,,
2376,714,2592,833,,,
0,833,216,952,,,
216,833,432,952,,,
432,833,648,952,,,
648,833,864,952,,,
864,833,1080,952,,,
1080,833,1296,952,,,
1296,833,1512,952,,,
1512,833,1728,952,,,
1728,833,1944,952,,,
1944,833,2160,952,,,
2160,833,2376,952,,,
2376,833,2592,952,,,
