CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
cow_attack2,cow_attack2,1,0,4427,1536,0.5
,,,,,,
LEFT,TOP,RIGHT,BOTTOM,,,
0,0,233,192,,,
233,0,466,192,,,
466,0,699,192,,,
699,0,932,192,,,
932,0,1165,192,,,
1165,0,1398,192,,,
1398,0,1631,192,,,
1631,0,1864,192,,,
1864,0,2097,192,,,
2097,0,2330,192,,,
2330,0,2563,192,,,
2563,0,2796,192,,,
2796,0,3029,192,,,
3029,0,3262,192,,,
3262,0,3495,192,,,
3495,0,3728,192,,,
3728,0,3961,192,,,
3961,0,4194,192,,,
4194,0,4427,192,,,
0,192,233,384,,,
233,192,466,384,,,
466,192,699,384,,,
699,192,932,384,,,
932,192,1165,384,,,
1165,192,1398,384,,,
1398,192,1631,384,,,
1631,192,1864,384,,,
1864,192,2097,384,,,
2097,192,2330,384,,,
2330,192,2563,384,,,
2563,192,2796,384,,,
2796,192,3029,384,,,
3029,192,3262,384,,,
3262,192,3495,384,,,
3495,192,3728,384,,,
3728,192,3961,384,,,
3961,192,4194,384,,,
4194,192,4427,384,,,
0,384,233,576,,,
233,384,466,576,,,
466,384,699,576,,,
699,384,932,576,,,
932,384,1165,576,,,
1165,384,1398,576,,,
1398,384,1631,576,,,
1631,384,1864,576,,,
1864,384,2097,576,,,
2097,384,2330,576,,,
2330,384,2563,576,,,
2563,384,2796,576,,,
2796,384,3029,576,,,
3029,384,3262,576,,,
3262,384,3495,576,,,
3495,384,3728,576,,,
3728,384,3961,576,,,
3961,384,4194,576,,,
4194,384,4427,576,,,
0,576,233,768,,,
233,576,466,768,,,
466,576,699,768,,,
699,576,932,768,,,
932,576,1165,768,,,
1165,576,1398,768,,,
1398,576,1631,768,,,
1631,576,1864,768,,,
1864,576,2097,768,,,
2097,576,2330,768,,,
2330,576,2563,768,,,
2563,576,2796,768,,,
2796,576,3029,768,,,
3029,576,3262,768,,,
3262,576,3495,768,,,
3495,576,3728,768,,,
3728,576,3961,768,,,
3961,576,4194,768,,,
4194,576,4427,768,,,
0,768,233,960,,,
233,768,466,960,,,
466,768,699,960,,,
699,768,932,960,,,
932,768,1165,960,,,
1165,768,1398,960,,,
1398,768,1631,960,,,
1631,768,1864,960,,,
1864,768,2097,960,,,
2097,768,2330,960,,,
2330,768,2563,960,,,
2563,768,2796,960,,,
2796,768,3029,960,,,
3029,768,3262,960,,,
3262,768,3495,960,,,
3495,768,3728,960,,,
3728,768,3961,960,,,
3961,768,4194,960,,,
4194,768,4427,960,,,
0,960,233,1152,,,
233,960,466,1152,,,
466,960,699,1152,,,
699,960,932,1152,,,
932,960,1165,1152,,,
1165,960,1398,1152,,,
1398,960,1631,1152,,,
1631,960,1864,1152,,,
1864,960,2097,1152,,,
2097,960,2330,1152,,,
2330,960,2563,1152,,,
2563,960,2796,1152,,,
2796,960,3029,1152,,,
3029,960,3262,1152,,,
3262,960,3495,1152,,,
3495,960,3728,1152,,,
3728,960,3961,1152,,,
3961,960,4194,1152,,,
4194,960,4427,1152,,,
0,1152,233,1344,,,
233,1152,466,1344,,,
466,1152,699,1344,,,
699,1152,932,1344,,,
932,1152,1165,1344,,,
1165,1152,1398,1344,,,
1398,1152,1631,1344,,,
1631,1152,1864,1344,,,
1864,1152,2097,1344,,,
2097,1152,2330,1344,,,
2330,1152,2563,1344,,,
2563,1152,2796,1344,,,
2796,1152,3029,1344,,,
3029,1152,3262,1344,,,
3262,1152,3495,1344,,,
3495,1152,3728,1344,,,
3728,1152,3961,1344,,,
3961,1152,4194,1344,,,
4194,1152,4427,1344,,,
0,1344,233,1536,,,
233,1344,466,1536,,,
466,1344,699,1536,,,
699,1344,932,1536,,,
932,1344,1165,1536,,,
1165,1344,1398,1536,,,
1398,1344,1631,1536,,,
1631,1344,1864,1536,,,
1864,1344,2097,1536,,,
2097,1344,2330,1536,,,
2330,1344,2563,1536,,,
2563,1344,2796,1536,,,
2796,1344,3029,1536,,,
3029,1344,3262,1536,,,
3262,1344,3495,1536,,,
3495,1344,3728,1536,,,
3728,1344,3961,1536,,,
3961,1344,4194,1536,,,
4194,1344,4427,1536,,,
