CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
sorceress_attack2,sorceress_attack2,1,0,2400,1472,2
,,,,,,
LEFT,TOP,RIGHT,BOTTOM,,120,92
0,0,120,92,,,
120,0,240,92,,,
240,0,360,92,,,
360,0,480,92,,,
480,0,600,92,,,
600,0,720,92,,,
720,0,840,92,,,
840,0,960,92,,,
960,0,1080,92,,,
1080,0,1200,92,,,
1200,0,1320,92,,,
1320,0,1440,92,,,
1440,0,1560,92,,,
1560,0,1680,92,,,
1680,0,1800,92,,,
1800,0,1920,92,,,
1920,0,2040,92,,,
2040,0,2160,92,,,
2160,0,2280,92,,,
2280,0,2400,92,,,
0,92,120,184,,,
120,92,240,184,,,
240,92,360,184,,,
360,92,480,184,,,
480,92,600,184,,,
600,92,720,184,,,
720,92,840,184,,,
840,92,960,184,,,
960,92,1080,184,,,
1080,92,1200,184,,,
1200,92,1320,184,,,
1320,92,1440,184,,,
1440,92,1560,184,,,
1560,92,1680,184,,,
1680,92,1800,184,,,
1800,92,1920,184,,,
1920,92,2040,184,,,
2040,92,2160,184,,,
2160,92,2280,184,,,
2280,92,2400,184,,,
0,184,120,276,,,
120,184,240,276,,,
240,184,360,276,,,
360,184,480,276,,,
480,184,600,276,,,
600,184,720,276,,,
720,184,840,276,,,
840,184,960,276,,,
960,184,1080,276,,,
1080,184,1200,276,,,
1200,184,1320,276,,,
1320,184,1440,276,,,
1440,184,1560,276,,,
1560,184,1680,276,,,
1680,184,1800,276,,,
1800,184,1920,276,,,
1920,184,2040,276,,,
2040,184,2160,276,,,
2160,184,2280,276,,,
2280,184,2400,276,,,
0,276,120,368,,,
120,276,240,368,,,
240,276,360,368,,,
360,276,480,368,,,
480,276,600,368,,,
600,276,720,368,,,
720,276,840,368,,,
840,276,960,368,,,
960,276,1080,368,,,
1080,276,1200,368,,,
1200,276,1320,368,,,
1320,276,1440,368,,,
1440,276,1560,368,,,
1560,276,1680,368,,,
1680,276,1800,368,,,
1800,276,1920,368,,,
1920,276,2040,368,,,
2040,276,2160,368,,,
2160,276,2280,368,,,
2280,276,2400,368,,,
0,368,120,460,,,
120,368,240,460,,,
240,368,360,460,,,
360,368,480,460,,,
480,368,600,460,,,
600,368,720,460,,,
720,368,840,460,,,
840,368,960,460,,,
960,368,1080,460,,,
1080,368,1200,460,,,
1200,368,1320,460,,,
1320,368,1440,460,,,
1440,368,1560,460,,,
1560,368,1680,460,,,
1680,368,1800,460,,,
1800,368,1920,460,,,
1920,368,2040,460,,,
2040,368,2160,460,,,
2160,368,2280,460,,,
2280,368,2400,460,,,
0,460,120,552,,,
120,460,240,552,,,
240,460,360,552,,,
360,460,480,552,,,
480,460,600,552,,,
600,460,720,552,,,
720,460,840,552,,,
840,460,960,552,,,
960,460,1080,552,,,
1080,460,1200,552,,,
1200,460,1320,552,,,
1320,460,1440,552,,,
1440,460,1560,552,,,
1560,460,1680,552,,,
1680,460,1800,552,,,
1800,460,1920,552,,,
1920,460,2040,552,,,
2040,460,2160,552,,,
2160,460,2280,552,,,
2280,460,2400,552,,,
0,552,120,644,,,
120,552,240,644,,,
240,552,360,644,,,
360,552,480,644,,,
480,552,600,644,,,
600,552,720,644,,,
720,552,840,644,,,
840,552,960,644,,,
960,552,1080,644,,,
1080,552,1200,644,,,
1200,552,1320,644,,,
1320,552,1440,644,,,
1440,552,1560,644,,,
1560,552,1680,644,,,
1680,552,1800,644,,,
1800,552,1920,644,,,
1920,552,2040,644,,,
2040,552,2160,644,,,
2160,552,2280,644,,,
2280,552,2400,644,,,
0,644,120,736,,,
120,644,240,736,,,
240,644,360,736,,,
360,644,480,736,,,
480,644,600,736,,,
600,644,720,736,,,
720,644,840,736,,,
840,644,960,736,,,
960,644,1080,736,,,
1080,644,1200,736,,,
1200,644,1320,736,,,
1320,644,1440,736,,,
1440,644,1560,736,,,
1560,644,1680,736,,,
1680,644,1800,736,,,
1800,644,1920,736,,,
1920,644,2040,736,,,
2040,644,2160,736,,,
2160,644,2280,736,,,
2280,644,2400,736,,,
0,736,120,828,,,
120,736,240,828,,,
240,736,360,828,,,
360,736,480,828,,,
480,736,600,828,,,
600,736,720,828,,,
720,736,840,828,,,
840,736,960,828,,,
960,736,1080,828,,,
1080,736,1200,828,,,
1200,736,1320,828,,,
1320,736,1440,828,,,
1440,736,1560,828,,,
1560,736,1680,828,,,
1680,736,1800,828,,,
1800,736,1920,828,,,
1920,736,2040,828,,,
2040,736,2160,828,,,
2160,736,2280,828,,,
2280,736,2400,828,,,
0,828,120,920,,,
120,828,240,920,,,
240,828,360,920,,,
360,828,480,920,,,
480,828,600,920,,,
600,828,720,920,,,
720,828,840,920,,,
840,828,960,920,,,
960,828,1080,920,,,
1080,828,1200,920,,,
1200,828,1320,920,,,
1320,828,1440,920,,,
1440,828,1560,920,,,
1560,828,1680,920,,,
1680,828,1800,920,,,
1800,828,1920,920,,,
1920,828,2040,920,,,
2040,828,2160,920,,,
2160,828,2280,920,,,
2280,828,2400,920,,,
0,920,120,1012,,,
120,920,240,1012,,,
240,920,360,1012,,,
360,920,480,1012,,,
480,920,600,1012,,,
600,920,720,1012,,,
720,920,840,1012,,,
840,920,960,1012,,,
960,920,1080,1012,,,
1080,920,1200,1012,,,
1200,920,1320,1012,,,
1320,920,1440,1012,,,
1440,920,1560,1012,,,
1560,920,1680,1012,,,
1680,920,1800,1012,,,
1800,920,1920,1012,,,
1920,920,2040,1012,,,
2040,920,2160,1012,,,
2160,920,2280,1012,,,
2280,920,2400,1012,,,
0,1012,120,1104,,,
120,1012,240,1104,,,
240,1012,360,1104,,,
360,1012,480,1104,,,
480,1012,600,1104,,,
600,1012,720,1104,,,
720,1012,840,1104,,,
840,1012,960,1104,,,
