CLIP,TEXTURE,TYPE,OPTION,WIDTH,HEIGHT,TIME
fallen_shaman_attack1,fallen_shaman_attack1,1,2,1955,760,0.5
,,,,,,
LEFT,TOP,RIGHT,BOTTOM,,115,95
0,0,115,95,,,
115,0,230,95,,,
230,0,345,95,,,
345,0,460,95,,,
460,0,575,95,,,
575,0,690,95,,,
690,0,805,95,,,
805,0,920,95,,,
920,0,1035,95,,,
1035,0,1150,95,,,
1150,0,1265,95,,,
1265,0,1380,95,,,
1380,0,1495,95,,,
1495,0,1610,95,,,
1610,0,1725,95,,,
1725,0,1840,95,,,
1840,0,1955,95,,,
0,95,115,190,,,
115,95,230,190,,,
230,95,345,190,,,
345,95,460,190,,,
460,95,575,190,,,
575,95,690,190,,,
690,95,805,190,,,
805,95,920,190,,,
920,95,1035,190,,,
1035,95,1150,190,,,
1150,95,1265,190,,,
1265,95,1380,190,,,
1380,95,1495,190,,,
1495,95,1610,190,,,
1610,95,1725,190,,,
1725,95,1840,190,,,
1840,95,1955,190,,,
0,190,115,285,,,
115,190,230,285,,,
230,190,345,285,,,
345,190,460,285,,,
460,190,575,285,,,
575,190,690,285,,,
690,190,805,285,,,
805,190,920,285,,,
920,190,1035,285,,,
1035,190,1150,285,,,
1150,190,1265,285,,,
1265,190,1380,285,,,
1380,190,1495,285,,,
1495,190,1610,285,,,
1610,190,1725,285,,,
1725,190,1840,285,,,
1840,190,1955,285,,,
0,285,115,380,,,
115,285,230,380,,,
230,285,345,380,,,
345,285,460,380,,,
460,285,575,380,,,
575,285,690,380,,,
690,285,805,380,,,
805,285,920,380,,,
920,285,1035,380,,,
1035,285,1150,380,,,
1150,285,1265,380,,,
1265,285,1380,380,,,
1380,285,1495,380,,,
1495,285,1610,380,,,
1610,285,1725,380,,,
1725,285,1840,380,,,
1840,285,1955,380,,,
0,380,115,475,,,
115,380,230,475,,,
230,380,345,475,,,
345,380,460,475,,,
460,380,575,475,,,
575,380,690,475,,,
690,380,805,475,,,
805,380,920,475,,,
920,380,1035,475,,,
1035,380,1150,475,,,
1150,380,1265,475,,,
1265,380,1380,475,,,
1380,380,1495,475,,,
1495,380,1610,475,,,
1610,380,1725,475,,,
1725,380,1840,475,,,
1840,380,1955,475,,,
0,475,115,570,,,
115,475,230,570,,,
230,475,345,570,,,
345,475,460,570,,,
460,475,575,570,,,
575,475,690,570,,,
690,475,805,570,,,
805,475,920,570,,,
920,475,1035,570,,,
1035,475,1150,570,,,
1150,475,1265,570,,,
1265,475,1380,570,,,
1380,475,1495,570,,,
1495,475,1610,570,,,
1610,475,1725,570,,,
1725,475,1840,570,,,
1840,475,1955,570,,,
0,570,115,665,,,
115,570,230,665,,,
230,570,345,665,,,
345,570,460,665,,,
460,570,575,665,,,
575,570,690,665,,,
690,570,805,665,,,
805,570,920,665,,,
920,570,1035,665,,,
1035,570,1150,665,,,
1150,570,1265,665,,,
1265,570,1380,665,,,
1380,570,1495,665,,,
1495,570,1610,665,,,
1610,570,1725,665,,,
1725,570,1840,665,,,
1840,570,1955,665,,,
0,665,115,760,,,
115,665,230,760,,,
230,665,345,760,,,
345,665,460,760,,,
460,665,575,760,,,
575,665,690,760,,,
690,665,805,760,,,
805,665,920,760,,,
920,665,1035,760,,,
1035,665,1150,760,,,
1150,665,1265,760,,,
1265,665,1380,760,,,
1380,665,1495,760,,,
1495,665,1610,760,,,
1610,665,1725,760,,,
1725,665,1840,760,,,
1840,665,1955,760,,,
